Review text,Cleaned_Review,Processed_Review,Ratings,Sentiment,Sentiment_Label
"Bad quality, not good at all I dont like to prefer, beacuse delivery it's too late and as they comfortable they will change as theirs elf near me product is there also they will not deliver, if any emergency things don't order from flipcart better go some other apps ,....really too bad service.. product quality also too badREAD MORE",bad quality not good at all i dont like to prefer beacuse delivery its too late and as they comfortable they will change as theirs elf near me product is there also they will not deliver if any emergency things dont order from flipcart better go some other apps really too bad service product quality also too bad,bad quality good dont like prefer beacuse delivery late comfortable change elf near product also deliver emergency thing dont order flipcart better go apps really bad service product quality also bad,1,Negative,0
Good quality of shuttlesREAD MORE,good quality of shuttles,good quality shuttle,5,Positive,1
"I'm writing this review only because before i have rated only 3 star because i received a duplicate product,,,now I'm rating 5 star as i have received the original yonex mavis 350 shuttle,,thank you and in future i hope i will only receive the original productsREAD MORE",im writing this review only because before i have rated only star because i received a duplicate productnow im rating star as i have received the original yonex mavis shuttlethank you and in future i hope i will only receive the original products,im writing review rated star received duplicate productnow im rating star received original yonex mavis shuttlethank future hope receive original product,5,Positive,1
Bad productedREAD MORE,bad producted,bad producted,1,Negative,0
If u play with this for about 3 to 4 hours daily then 1 shuttle would last for maximum 2 days..READ MORE,if u play with this for about to hours daily then shuttle would last for maximum days,u play hour daily shuttle would last maximum day,5,Positive,1
Superb. But why price is higher day by day. Between two weeks price is gained 170rsREAD MORE,superb but why price is higher day by day between two weeks price is gained rs,superb price higher day day two week price gained r,5,Positive,1
BestREAD MORE,best,best,5,Positive,1
I play every day with this and we play really hard in Courts. This has always been a best choice.READ MORE,i play every day with this and we play really hard in courts this has always been a best choice,play every day play really hard court always best choice,4,Positive,1
This item is so good you can buy it it is originalREAD MORE,this item is so good you can buy it it is original,item good buy original,5,Positive,1
Excellent for Indoor courtREAD MORE,excellent for indoor court,excellent indoor court,5,Positive,1
Genuine product. Nice packing.READ MORE,genuine product nice packing,genuine product nice packing,5,Positive,1
Nice thanks  FlipkartREAD MORE,nice thanks flipkart,nice thanks flipkart,4,Positive,1
wow productREAD MORE,wow product,wow product,4,Positive,1
1 box out of 4  boxes has very bad shuttle. All shuttles of that box was not playable.READ MORE,box out of boxes has very bad shuttle all shuttles of that box was not playable,box box bad shuttle shuttle box playable,1,Negative,0
Product is not same as shown in the picture.READ MORE,product is not same as shown in the picture,product shown picture,1,Negative,0
"I realized that not to buy  shuttles from online ever. cheap and duplicate product.  no refund of your amount, only replacement of the product. plz don't waste your money.READ MORE",i realized that not to buy shuttles from online ever cheap and duplicate product no refund of your amount only replacement of the product plz dont waste your money,realized buy shuttle online ever cheap duplicate product refund amount replacement product plz dont waste money,1,Negative,0
Shuttle is just okayish.It's movement in the air is a bit different from other Mavis 350s.READ MORE,shuttle is just okayishits movement in the air is a bit different from other mavis s,shuttle okayishits movement air bit different mavis,2,Negative,0
shuttle was not of genuine conectarte qualityREAD MORE,shuttle was not of genuine conectarte quality,shuttle genuine conectarte quality,1,Negative,0
2 balls are waste. they are rotate. unable to play.READ MORE,balls are waste they are rotate unable to play,ball waste rotate unable play,4,Positive,1
very poor quality.... 1 shuttle in not standing more than 2 daysREAD MORE,very poor quality shuttle in not standing more than days,poor quality shuttle standing day,1,Negative,0
original productREAD MORE,original product,original product,5,Positive,1
Shuttle not goodREAD MORE,shuttle not good,shuttle good,2,Negative,0
good as expectedREAD MORE,good as expected,good expected,5,Positive,1
Yonex Mavis 350 is not a pure item. shuttle's are so oldREAD MORE,yonex mavis is not a pure item shuttles are so old,yonex mavis pure item shuttle old,1,Negative,0
"Nice product 👌👌👌👌👌👌👌😎.I suggest you,plz buy this product .This is original product.Made in Japan 😀READ MORE",nice product i suggest youplz buy this product this is original productmade in japan,nice product suggest youplz buy product original productmade japan,5,Positive,1
very niceREAD MORE,very nice,nice,5,Positive,1
nice shuttle for outdoorREAD MORE,nice shuttle for outdoor,nice shuttle outdoor,5,Positive,1
amazing cost and amazing oneREAD MORE,amazing cost and amazing one,amazing cost amazing one,5,Positive,1
The packing made by flipkart is absolutely perfect and the mavis 350 are pretty good But I think this is very cost for this out side we can get it for just rs600 we can play very hard with these shuttlesREAD MORE,the packing made by flipkart is absolutely perfect and the mavis are pretty good but i think this is very cost for this out side we can get it for just rs we can play very hard with these shuttles,packing made flipkart absolutely perfect mavis pretty good think cost side get r play hard shuttle,4,Positive,1
